"features" "measure" "axis" "activity" "subject" "average"
"2670" "tBodyAccMag" "std" "" "WALKING_DOWNSTAIRS" 30 -0.0135771208822581
"2671" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 1 -0.324970929245283
"2672" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 2 -0.205977045295833
"2673" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 3 -0.333597432542373
"2674" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 4 -0.212012300480769
"2675" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 5 -0.136736383765957
"2676" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 6 -0.0791508842176471
"2677" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 7 -0.33474460745098
"2678" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 8 -0.227200254219512
"2679" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 9 -0.400222037142857
"2680" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 10 -0.211537480214383
"2681" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 11 -0.289592148148148
"2682" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 12 -0.285844036153846
"2683" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 13 -0.326339622181818
"2684" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 14 -0.0197686685018519
"2685" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 15 -0.136552217494583
"2686" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 16 -0.334795080196078
"2687" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 17 -0.1028777303875
"2688" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 18 -0.37184157
"2689" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 19 -0.177666828025
"2690" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 20 -0.198269718823529
"2691" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 21 -0.278474283829787
"2692" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 22 -0.158757474833333
"2693" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 23 -0.271893714117647
"2694" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 24 -0.30685447
"2695" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 25 -0.480006649846154
"2696" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 26 -0.1507071068
"2697" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 27 -0.37994878627451
"2698" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 28 -0.211928666470588
"2699" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 29 -0.0414696051693878
"2700" "tBodyAccMag" "std" "" "WALKING_UPSTAIRS" 30 -0.327410815861538
"2701" "tGravityAccMag" "mean" "" "LAYING" 1 -0.8419291525
"2702" "tGravityAccMag" "mean" "" "LAYING" 2 -0.977435485208333
"2703" "tGravityAccMag" "mean" "" "LAYING" 3 -0.972791346129032
"2704" "tGravityAccMag" "mean" "" "LAYING" 4 -0.954557603148148
"2705" "tGravityAccMag" "mean" "" "LAYING" 5 -0.966777882884615
"2706" "tGravityAccMag" "mean" "" "LAYING" 6 -0.918878850824561
"2707" "tGravityAccMag" "mean" "" "LAYING" 7 -0.936392023846154
"2708" "tGravityAccMag" "mean" "" "LAYING" 8 -0.935308633888889
"2709" "tGravityAccMag" "mean" "" "LAYING" 9 -0.9308684376
"2710" "tGravityAccMag" "mean" "" "LAYING" 10 -0.956781819655172
"2711" "tGravityAccMag" "mean" "" "LAYING" 11 -0.980621180175439
"2712" "tGravityAccMag" "mean" "" "LAYING" 12 -0.9482046755
"2713" "tGravityAccMag" "mean" "" "LAYING" 13 -0.960517768225806
"2714" "tGravityAccMag" "mean" "" "LAYING" 14 -0.905978250196078
"2715" "tGravityAccMag" "mean" "" "LAYING" 15 -0.955340661527778
"2716" "tGravityAccMag" "mean" "" "LAYING" 16 -0.961834634857143
"2717" "tGravityAccMag" "mean" "" "LAYING" 17 -0.953021411126761
"2718" "tGravityAccMag" "mean" "" "LAYING" 18 -0.986456241538462
"2719" "tGravityAccMag" "mean" "" "LAYING" 19 -0.96626080686747
"2720" "tGravityAccMag" "mean" "" "LAYING" 20 -0.960743126176471
"2721" "tGravityAccMag" "mean" "" "LAYING" 21 -0.952596583222222
"2722" "tGravityAccMag" "mean" "" "LAYING" 22 -0.934993799305556
"2723" "tGravityAccMag" "mean" "" "LAYING" 23 -0.962959196805556
"2724" "tGravityAccMag" "mean" "" "LAYING" 24 -0.9718540425
"2725" "tGravityAccMag" "mean" "" "LAYING" 25 -0.56047777609589
"2726" "tGravityAccMag" "mean" "" "LAYING" 26 -0.976785042368421
"2727" "tGravityAccMag" "mean" "" "LAYING" 27 -0.982091652162162
"2728" "tGravityAccMag" "mean" "" "LAYING" 28 -0.95811223025
"2729" "tGravityAccMag" "mean" "" "LAYING" 29 -0.986493196666667
"2730" "tGravityAccMag" "mean" "" "LAYING" 30 -0.969829984285714
"2731" "tGravityAccMag" "mean" "" "SITTING" 1 -0.948536786170213
"2732" "tGravityAccMag" "mean" "" "SITTING" 2 -0.967893623913043
"2733" "tGravityAccMag" "mean" "" "SITTING" 3 -0.895383350192308
"2734" "tGravityAccMag" "mean" "" "SITTING" 4 -0.93569482
"2735" "tGravityAccMag" "mean" "" "SITTING" 5 -0.9379783225
"2736" "tGravityAccMag" "mean" "" "SITTING" 6 -0.949543531272727
"2737" "tGravityAccMag" "mean" "" "SITTING" 7 -0.918432107083333
"2738" "tGravityAccMag" "mean" "" "SITTING" 8 -0.952139704347826
"2739" "tGravityAccMag" "mean" "" "SITTING" 9 -0.8933617176
"2740" "tGravityAccMag" "mean" "" "SITTING" 10 -0.96075719962963
"2741" "tGravityAccMag" "mean" "" "SITTING" 11 -0.961970763773585
"2742" "tGravityAccMag" "mean" "" "SITTING" 12 -0.952176621372549
"2743" "tGravityAccMag" "mean" "" "SITTING" 13 -0.957690563673469
"2744" "tGravityAccMag" "mean" "" "SITTING" 14 -0.944197943703704
"2745" "tGravityAccMag" "mean" "" "SITTING" 15 -0.958669836271186
"2746" "tGravityAccMag" "mean" "" "SITTING" 16 -0.961879680724638
"2747" "tGravityAccMag" "mean" "" "SITTING" 17 -0.97274734640625
"2748" "tGravityAccMag" "mean" "" "SITTING" 18 -0.983674151754386
"2749" "tGravityAccMag" "mean" "" "SITTING" 19 -0.962074065616438
"2750" "tGravityAccMag" "mean" "" "SITTING" 20 -0.952738043030303
"2751" "tGravityAccMag" "mean" "" "SITTING" 21 -0.974734999411765
"2752" "tGravityAccMag" "mean" "" "SITTING" 22 -0.942167353870968
"2753" "tGravityAccMag" "mean" "" "SITTING" 23 -0.944080772941176
"2754" "tGravityAccMag" "mean" "" "SITTING" 24 -0.968979156470588
"2755" "tGravityAccMag" "mean" "" "SITTING" 25 -0.970409337076923
"2756" "tGravityAccMag" "mean" "" "SITTING" 26 -0.953079994102564
"2757" "tGravityAccMag" "mean" "" "SITTING" 27 -0.979481668857143
"2758" "tGravityAccMag" "mean" "" "SITTING" 28 -0.955789708611111
"2759" "tGravityAccMag" "mean" "" "SITTING" 29 -0.978017021833333
"2760" "tGravityAccMag" "mean" "" "SITTING" 30 -0.957487221451613
"2761" "tGravityAccMag" "mean" "" "STANDING" 1 -0.984278207358491
"2762" "tGravityAccMag" "mean" "" "STANDING" 2 -0.965875181296296
"2763" "tGravityAccMag" "mean" "" "STANDING" 3 -0.925430819016393
"2764" "tGravityAccMag" "mean" "" "STANDING" 4 -0.906478051785714
"2765" "tGravityAccMag" "mean" "" "STANDING" 5 -0.906104701071429
"2766" "tGravityAccMag" "mean" "" "STANDING" 6 -0.945022876491228
"2767" "tGravityAccMag" "mean" "" "STANDING" 7 -0.942724659245283
"2768" "tGravityAccMag" "mean" "" "STANDING" 8 -0.953762884074074
"2769" "tGravityAccMag" "mean" "" "STANDING" 9 -0.945167482444444
"2770" "tGravityAccMag" "mean" "" "STANDING" 10 -0.951988907954545
"2771" "tGravityAccMag" "mean" "" "STANDING" 11 -0.984853836595745
"2772" "tGravityAccMag" "mean" "" "STANDING" 12 -0.941459935081967
"2773" "tGravityAccMag" "mean" "" "STANDING" 13 -0.971564243157895
"2774" "tGravityAccMag" "mean" "" "STANDING" 14 -0.943456847333333
"2775" "tGravityAccMag" "mean" "" "STANDING" 15 -0.961207616226415
"2776" "tGravityAccMag" "mean" "" "STANDING" 16 -0.969948825128205
"2777" "tGravityAccMag" "mean" "" "STANDING" 17 -0.977635981410256
"2778" "tGravityAccMag" "mean" "" "STANDING" 18 -0.972607495342466
"2779" "tGravityAccMag" "mean" "" "STANDING" 19 -0.960505683561644
"2780" "tGravityAccMag" "mean" "" "STANDING" 20 -0.92240685739726
"2781" "tGravityAccMag" "mean" "" "STANDING" 21 -0.958774298089888
"2782" "tGravityAccMag" "mean" "" "STANDING" 22 -0.954807661269841
"2783" "tGravityAccMag" "mean" "" "STANDING" 23 -0.957212267058824
"2784" "tGravityAccMag" "mean" "" "STANDING" 24 -0.950061017681159
"2785" "tGravityAccMag" "mean" "" "STANDING" 25 -0.972663592162162
"2786" "tGravityAccMag" "mean" "" "STANDING" 26 -0.968511694324324
"2787" "tGravityAccMag" "mean" "" "STANDING" 27 -0.972753287375
"2788" "tGravityAccMag" "mean" "" "STANDING" 28 -0.92547165164557
"2789" "tGravityAccMag" "mean" "" "STANDING" 29 -0.984745318923077
"2790" "tGravityAccMag" "mean" "" "STANDING" 30 -0.930573574915254
"2791" "tGravityAccMag" "mean" "" "WALKING" 1 -0.136971176556842
"2792" "tGravityAccMag" "mean" "" "WALKING" 2 -0.290407593728814
"2793" "tGravityAccMag" "mean" "" "WALKING" 3 -0.254690333275862
"2794" "tGravityAccMag" "mean" "" "WALKING" 4 -0.312050574166667
"2795" "tGravityAccMag" "mean" "" "WALKING" 5 -0.158338674394643
"2796" "tGravityAccMag" "mean" "" "WALKING" 6 -0.166840713631579
"2797" "tGravityAccMag" "mean" "" "WALKING" 7 -0.0978090439438596
"2798" "tGravityAccMag" "mean" "" "WALKING" 8 0.0516786278104167
"2799" "tGravityAccMag" "mean" "" "WALKING" 9 -0.0980840496143461
"2800" "tGravityAccMag" "mean" "" "WALKING" 10 -0.127400912069811
"2801" "tGravityAccMag" "mean" "" "WALKING" 11 -0.288323472033898
"2802" "tGravityAccMag" "mean" "" "WALKING" 12 -0.102204550448
"2803" "tGravityAccMag" "mean" "" "WALKING" 13 -0.135643867842105
"2804" "tGravityAccMag" "mean" "" "WALKING" 14 -0.144404671779661
"2805" "tGravityAccMag" "mean" "" "WALKING" 15 -0.186514650759259
"2806" "tGravityAccMag" "mean" "" "WALKING" 16 -0.258766694117647
"2807" "tGravityAccMag" "mean" "" "WALKING" 17 -0.151151487704918
"2808" "tGravityAccMag" "mean" "" "WALKING" 18 -0.287908078035714
"2809" "tGravityAccMag" "mean" "" "WALKING" 19 0.0648173438653846
"2810" "tGravityAccMag" "mean" "" "WALKING" 20 0.039402280578902
"2811" "tGravityAccMag" "mean" "" "WALKING" 21 -0.123455661519231
"2812" "tGravityAccMag" "mean" "" "WALKING" 22 0.0722419121669565
"2813" "tGravityAccMag" "mean" "" "WALKING" 23 -0.0988770198220339
"2814" "tGravityAccMag" "mean" "" "WALKING" 24 -0.299983613965517
"2815" "tGravityAccMag" "mean" "" "WALKING" 25 -0.40528943
"2816" "tGravityAccMag" "mean" "" "WALKING" 26 -0.223399171830508
"2817" "tGravityAccMag" "mean" "" "WALKING" 27 -0.238853875263158
"2818" "tGravityAccMag" "mean" "" "WALKING" 28 -0.1806660203
"2819" "tGravityAccMag" "mean" "" "WALKING" 29 -0.0955213393716981
"2820" "tGravityAccMag" "mean" "" "WALKING" 30 -0.195140032969231
"2821" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 1 0.0271882914106122
"2822" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 2 0.0899511204978723
"2823" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 3 -0.0628126118283674
"2824" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 4 -0.0491616726733333
"2825" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 5 0.211138853638298
"2826" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 6 0.333754731458333
"2827" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 7 0.0198795285851064
"2828" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 8 0.176599311818421
"2829" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 9 0.145886357935714
"2830" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 10 0.250843769394737
"2831" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 11 0.126227657258696
"2832" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 12 0.0183139429630435
"2833" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 13 -0.0294634299553191
"2834" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 14 0.185537706866667
"2835" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 15 0.320449387166667
"2836" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 16 0.191079793587447
"2837" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 17 0.148951103536087
"2838" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 18 -0.293531973636364
"2839" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 19 0.644604325128205
"2840" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 20 0.221851587933333
"2841" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 21 0.245771699004444
"2842" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 22 0.330999221944444
"2843" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 23 0.127211137694444
"2844" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 24 -0.0737699163072727
"2845" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 25 -0.22010859462069
"2846" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 26 0.114379383742
"2847" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 27 0.108071382861364
"2848" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 28 0.104359216580435
"2849" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 29 0.103705165666667
"2850" "tGravityAccMag" "mean" "" "WALKING_DOWNSTAIRS" 30 -0.0373901122469355
"2851" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 1 -0.129927630735849
"2852" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 2 -0.107322679520833
"2853" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 3 -0.184014895
"2854" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 4 -0.153703935357692
"2855" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 5 0.0435562021989362
"2856" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 6 0.0177790974433333
"2857" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 7 -0.198074437978431
"2858" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 8 0.121026629195122
"2859" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 9 -0.260727581428571
"2860" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 10 -0.0266623294757447
"2861" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 11 -0.132594623759259
"2862" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 12 -0.229183927115385
"2863" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 13 -0.10115350174
"2864" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 14 0.140108204051852
"2865" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 15 -0.000971394711666667
"2866" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 16 -0.233990331568627
"2867" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 17 -0.0128062276916667
"2868" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 18 -0.279146312758621
"2869" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 19 0.01738119347275
"2870" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 20 0.00872502461176471
"2871" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 21 -0.0810453188106383
"2872" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 22 0.210282608333333
"2873" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 23 -0.0117536873784314
"2874" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 24 -0.226402822033898
"2875" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 25 -0.305772199076923
"2876" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 26 -0.142874499381818
"2877" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 27 -0.160589355980392
"2878" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 28 -0.186240503960784
"2879" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 29 0.00834360271428571
"2880" "tGravityAccMag" "mean" "" "WALKING_UPSTAIRS" 30 -0.137627857227385
"2881" "tGravityAccMag" "std" "" "LAYING" 1 -0.79514486386
"2882" "tGravityAccMag" "std" "" "LAYING" 2 -0.972873912916667
"2883" "tGravityAccMag" "std" "" "LAYING" 3 -0.964218176451613
"2884" "tGravityAccMag" "std" "" "LAYING" 4 -0.931292216611111
"2885" "tGravityAccMag" "std" "" "LAYING" 5 -0.958612786346154
"2886" "tGravityAccMag" "std" "" "LAYING" 6 -0.897326245964912
"2887" "tGravityAccMag" "std" "" "LAYING" 7 -0.907039513153846
"2888" "tGravityAccMag" "std" "" "LAYING" 8 -0.91325033
"2889" "tGravityAccMag" "std" "" "LAYING" 9 -0.91512680016
"2890" "tGravityAccMag" "std" "" "LAYING" 10 -0.940301654482759
"2891" "tGravityAccMag" "std" "" "LAYING" 11 -0.972891829473684
"2892" "tGravityAccMag" "std" "" "LAYING" 12 -0.936542686833333
"2893" "tGravityAccMag" "std" "" "LAYING" 13 -0.947944746612903
"2894" "tGravityAccMag" "std" "" "LAYING" 14 -0.856593119215686
"2895" "tGravityAccMag" "std" "" "LAYING" 15 -0.943314107916667
"2896" "tGravityAccMag" "std" "" "LAYING" 16 -0.957895927714286
"2897" "tGravityAccMag" "std" "" "LAYING" 17 -0.948257993521127
"2898" "tGravityAccMag" "std" "" "LAYING" 18 -0.986464542615385
"2899" "tGravityAccMag" "std" "" "LAYING" 19 -0.963193489036145
"2900" "tGravityAccMag" "std" "" "LAYING" 20 -0.939489444558824
"2901" "tGravityAccMag" "std" "" "LAYING" 21 -0.942186431444444
"2902" "tGravityAccMag" "std" "" "LAYING" 22 -0.909407761152778
"2903" "tGravityAccMag" "std" "" "LAYING" 23 -0.957871990555555
"2904" "tGravityAccMag" "std" "" "LAYING" 24 -0.969354834166667
"2905" "tGravityAccMag" "std" "" "LAYING" 25 -0.649254767945205
"2906" "tGravityAccMag" "std" "" "LAYING" 26 -0.964355190394737
"2907" "tGravityAccMag" "std" "" "LAYING" 27 -0.978920176216216
"2908" "tGravityAccMag" "std" "" "LAYING" 28 -0.9545740295
"2909" "tGravityAccMag" "std" "" "LAYING" 29 -0.981572147681159
"2910" "tGravityAccMag" "std" "" "LAYING" 30 -0.960167907285714
"2911" "tGravityAccMag" "std" "" "SITTING" 1 -0.927078418723404
"2912" "tGravityAccMag" "std" "" "SITTING" 2 -0.953081444130435
"2913" "tGravityAccMag" "std" "" "SITTING" 3 -0.8703017
"2914" "tGravityAccMag" "std" "" "SITTING" 4 -0.9144078448
"2915" "tGravityAccMag" "std" "" "SITTING" 5 -0.920939027727273
"2916" "tGravityAccMag" "std" "" "SITTING" 6 -0.931572655636364
"2917" "tGravityAccMag" "std" "" "SITTING" 7 -0.881957619770833
"2918" "tGravityAccMag" "std" "" "SITTING" 8 -0.929943615630435
"2919" "tGravityAccMag" "std" "" "SITTING" 9 -0.8637564342
"2920" "tGravityAccMag" "std" "" "SITTING" 10 -0.939669591481481
"2921" "tGravityAccMag" "std" "" "SITTING" 11 -0.944581826415094
"2922" "tGravityAccMag" "std" "" "SITTING" 12 -0.947517100196078
"2923" "tGravityAccMag" "std" "" "SITTING" 13 -0.937935738571429
"2924" "tGravityAccMag" "std" "" "SITTING" 14 -0.92549582962963
"2925" "tGravityAccMag" "std" "" "SITTING" 15 -0.93797790559322
"2926" "tGravityAccMag" "std" "" "SITTING" 16 -0.941051236086957
"2927" "tGravityAccMag" "std" "" "SITTING" 17 -0.96506519109375
"2928" "tGravityAccMag" "std" "" "SITTING" 18 -0.981595285964912
"2929" "tGravityAccMag" "std" "" "SITTING" 19 -0.951755657260274
"2930" "tGravityAccMag" "std" "" "SITTING" 20 -0.937764028181818
"2931" "tGravityAccMag" "std" "" "SITTING" 21 -0.971994251294118
"2932" "tGravityAccMag" "std" "" "SITTING" 22 -0.924336184035484
"2933" "tGravityAccMag" "std" "" "SITTING" 23 -0.924963263235294
"2934" "tGravityAccMag" "std" "" "SITTING" 24 -0.963779683235294
"2935" "tGravityAccMag" "std" "" "SITTING" 25 -0.960003414461538
"2936" "tGravityAccMag" "std" "" "SITTING" 26 -0.933602783410256
"2937" "tGravityAccMag" "std" "" "SITTING" 27 -0.969526674714286
"2938" "tGravityAccMag" "std" "" "SITTING" 28 -0.947782703333333
"2939" "tGravityAccMag" "std" "" "SITTING" 29 -0.9692903165
"2940" "tGravityAccMag" "std" "" "SITTING" 30 -0.942901466612903
"2941" "tGravityAccMag" "std" "" "STANDING" 1 -0.981942928867925
"2942" "tGravityAccMag" "std" "" "STANDING" 2 -0.957874965
"2943" "tGravityAccMag" "std" "" "STANDING" 3 -0.915143303606557
"2944" "tGravityAccMag" "std" "" "STANDING" 4 -0.890976683392857
"2945" "tGravityAccMag" "std" "" "STANDING" 5 -0.87977380125
"2946" "tGravityAccMag" "std" "" "STANDING" 6 -0.939310249649123
"2947" "tGravityAccMag" "std" "" "STANDING" 7 -0.933590156792453
"2948" "tGravityAccMag" "std" "" "STANDING" 8 -0.937187185222222
"2949" "tGravityAccMag" "std" "" "STANDING" 9 -0.936105010444444
"2950" "tGravityAccMag" "std" "" "STANDING" 10 -0.937264537954545
"2951" "tGravityAccMag" "std" "" "STANDING" 11 -0.98030536893617
"2952" "tGravityAccMag" "std" "" "STANDING" 12 -0.935232945245902
"2953" "tGravityAccMag" "std" "" "STANDING" 13 -0.968519673859649
"2954" "tGravityAccMag" "std" "" "STANDING" 14 -0.936735577166667
"2955" "tGravityAccMag" "std" "" "STANDING" 15 -0.948600432641509
"2956" "tGravityAccMag" "std" "" "STANDING" 16 -0.95729449448718
"2957" "tGravityAccMag" "std" "" "STANDING" 17 -0.975377309871795
"2958" "tGravityAccMag" "std" "" "STANDING" 18 -0.972285545479452
"2959" "tGravityAccMag" "std" "" "STANDING" 19 -0.962549342465753
"2960" "tGravityAccMag" "std" "" "STANDING" 20 -0.910672094794521
"2961" "tGravityAccMag" "std" "" "STANDING" 21 -0.956919898202247
"2962" "tGravityAccMag" "std" "" "STANDING" 22 -0.939866315079365
"2963" "tGravityAccMag" "std" "" "STANDING" 23 -0.9516698575
"2964" "tGravityAccMag" "std" "" "STANDING" 24 -0.94790101173913
"2965" "tGravityAccMag" "std" "" "STANDING" 25 -0.968075629324324
"2966" "tGravityAccMag" "std" "" "STANDING" 26 -0.962697299189189
"2967" "tGravityAccMag" "std" "" "STANDING" 27 -0.9663601145
"2968" "tGravityAccMag" "std" "" "STANDING" 28 -0.917658334177215
"2969" "tGravityAccMag" "std" "" "STANDING" 29 -0.981745712923077
"2970" "tGravityAccMag" "std" "" "STANDING" 30 -0.916570441355932
"2971" "tGravityAccMag" "std" "" "WALKING" 1 -0.219688645631579
"2972" "tGravityAccMag" "std" "" "WALKING" 2 -0.422544169322034
"2973" "tGravityAccMag" "std" "" "WALKING" 3 -0.328428936551724
"2974" "tGravityAccMag" "std" "" "WALKING" 4 -0.527679103166667
"2975" "tGravityAccMag" "std" "" "WALKING" 5 -0.377178733392857
"2976" "tGravityAccMag" "std" "" "WALKING" 6 -0.266734167368421
"2977" "tGravityAccMag" "std" "" "WALKING" 7 -0.198554708385965
"2978" "tGravityAccMag" "std" "" "WALKING" 8 -0.1804072826
"2979" "tGravityAccMag" "std" "" "WALKING" 9 -0.37942877
"2980" "tGravityAccMag" "std" "" "WALKING" 10 -0.185602396067925
"2981" "tGravityAccMag" "std" "" "WALKING" 11 -0.487735915084746
"2982" "tGravityAccMag" "std" "" "WALKING" 12 -0.23697286882
"2983" "tGravityAccMag" "std" "" "WALKING" 13 -0.292546377017544
"2984" "tGravityAccMag" "std" "" "WALKING" 14 -0.36380562779661
"2985" "tGravityAccMag" "std" "" "WALKING" 15 -0.323878324074074
"2986" "tGravityAccMag" "std" "" "WALKING" 16 -0.47180926745098
"2987" "tGravityAccMag" "std" "" "WALKING" 17 -0.461837866885246
"2988" "tGravityAccMag" "std" "" "WALKING" 18 -0.460346465357143
"2989" "tGravityAccMag" "std" "" "WALKING" 19 -0.0993927171359615
"2990" "tGravityAccMag" "std" "" "WALKING" 20 -0.156930391921569
"2991" "tGravityAccMag" "std" "" "WALKING" 21 -0.299709752173077
"2992" "tGravityAccMag" "std" "" "WALKING" 22 -0.161591787478261
"2993" "tGravityAccMag" "std" "" "WALKING" 23 -0.209989354570847
"2994" "tGravityAccMag" "std" "" "WALKING" 24 -0.48106401862069
"2995" "tGravityAccMag" "std" "" "WALKING" 25 -0.565601466081081
"2996" "tGravityAccMag" "std" "" "WALKING" 26 -0.421848313898305
"2997" "tGravityAccMag" "std" "" "WALKING" 27 -0.407355787017544
"2998" "tGravityAccMag" "std" "" "WALKING" 28 -0.39269402
"2999" "tGravityAccMag" "std" "" "WALKING" 29 -0.262695063584906
"3000" "tGravityAccMag" "std" "" "WALKING" 30 -0.359873411538462
"3001" "tGravityAccMag" "std" "" "WALKING_DOWNSTAIRS" 1 0.0198843506265306
"3002" "tGravityAccMag" "std" "" "WALKING_DOWNSTAIRS" 2 0.215586334889362
"3003" "tGravityAccMag" "std" "" "WALKING_DOWNSTAIRS" 3 -0.0411340078469388
"3004" "tGravityAccMag" "std" "" "WALKING_DOWNSTAIRS" 4 -0.0819559041111111
"3005" "tGravityAccMag" "std" "" "WALKING_DOWNSTAIRS" 5 0.205422375957447
"3006" "tGravityAccMag" "std" "" "WALKING_DOWNSTAIRS" 6 0.373611914166667
"3007" "tGravityAccMag" "std" "" "WALKING_DOWNSTAIRS" 7 0.214544028088723
"3008" "tGravityAccMag" "std" "" "WALKING_DOWNSTAIRS" 8 0.131337867236842
"3009" "tGravityAccMag" "std" "" "WALKING_DOWNSTAIRS" 9 0.265120131365238
"3010" "tGravityAccMag" "std" "" "WALKING_DOWNSTAIRS" 10 0.156998205421053
"3011" "tGravityAccMag" "std" "" "WALKING_DOWNSTAIRS" 11 0.0507743652521739
"3012" "tGravityAccMag" "std" "" "WALKING_DOWNSTAIRS" 12 0.0972608274652174
"3013" "tGravityAccMag" "std" "" "WALKING_DOWNSTAIRS" 13 -0.0156098198829787
"3014" "tGravityAccMag" "std" "" "WALKING_DOWNSTAIRS" 14 0.428405922622222
"3015" "tGravityAccMag" "std" "" "WALKING_DOWNSTAIRS" 15 0.353204008095238
